video_id,keyframe_id,full_path,caption
L06_V023,keyframe_21900.webp,L6/L06_V023/keyframe_21900.webp,"A man in dark tactical gear and a helmet stands in a dense, green bushy area, holding a rifle, with another person partially obscured behind him; both appear to be engaged in a field operation."
L06_V023,keyframe_23112.webp,L6/L06_V023/keyframe_23112.webp,"A doctor in a white coat and face mask, wearing a stethoscope and holding a clipboard, leans over a patient whose head is blurred for privacy, in a hospital room with medical equipment and storage carts visible."
L06_V023,keyframe_24894.webp,L6/L06_V023/keyframe_24894.webp,"A street scene under a clear blue sky shows a red Toyota pickup truck parked on the left, with its license plate visible, while a red fire truck is positioned further down the road. Several people, including one in a green uniform, are gathered near a building with a yellow sign, and a red motorcycle is parked beside them. The setting appears to be a rural or semi-urban area with palm trees and simple structures."
L06_V023,keyframe_28068.webp,L6/L06_V023/keyframe_28068.webp,"A person wearing a white hoodie and dark pants is bending over a wooden chair in a living room, with traditional wooden furniture and a red floral mat visible in the background."
L06_V023,keyframe_30684.webp,L6/L06_V023/keyframe_30684.webp,"A street scene on a highway shows a green truck on the left, a silver box truck on the right, and a white car in the center that is damaged. A man in beige pants and a light-colored shirt is bent over near the white car, appearing to assist or inspect it. The background includes palm trees and a building with Vietnamese text."
L06_V023,keyframe_4554.webp,L6/L06_V023/keyframe_4554.webp,"A street scene in front of a government building entrance, featuring a green bus passing by, pedestrians on sidewalks, and a large digital signboard displaying financial data in Vietnamese, with a modern archway and trees in the background."
L06_V023,keyframe_5118.webp,L6/L06_V023/keyframe_5118.webp,"A street scene in Dong Nai shows a large area of uprooted and broken trees with scattered green foliage and reddish-brown tree trunks on the ground, surrounded by residential buildings with balconies and trees in the background; a group of people on motorbikes is visible in the distance."
L06_V023,keyframe_720.webp,L6/L06_V023/keyframe_720.webp,"A large crowd gathers at night in an urban setting, densely packed and facing a brightly lit stage or performance area, with many individuals holding up mobile phones to capture the event. The scene is illuminated by artificial lighting, and the lower third of the screen displays a red banner with Vietnamese text indicating a news segment about a luminous gathering in Lyon, France."
L06_V023,keyframe_8826.webp,L6/L06_V023/keyframe_8826.webp,"A street scene at dusk in Ho Chi Minh City featuring the illuminated facade of the Hotel Continental Saigon, with its classical architecture, arched windows, and decorative balconies adorned with string lights. Several cars are parked along the street in front of the hotel, and a tree with festive lights stands to the right. The lower third of the screen displays a Vietnamese news banner indicating the city has officially launched a tourism development program."
L06_V024,keyframe_10824.webp,L6/L06_V024/keyframe_10824.webp,"A butterfly with orange and black wings perched on a green plant, shown in a close-up shot within a news broadcast."
L06_V024,keyframe_12486.webp,L6/L06_V024/keyframe_12486.webp,"A man with short dark hair and glasses, wearing a gray cable-knit zip-up sweater over a white shirt, stands with hands clasped, speaking in a studio setting with a warm-toned background."
L06_V024,keyframe_13650.webp,L6/L06_V024/keyframe_13650.webp,"A street scene inside a modern airport terminal, with travelers wearing face masks and carrying luggage, including a person in a green jacket walking briskly alongside another in a black jacket, while others stand near a white desk with a staff member behind it."
L06_V024,keyframe_15348.webp,L6/L06_V024/keyframe_15348.webp,"A man with dark hair and a mustache, wearing a dark navy jacket over a light blue collared shirt, stands outdoors in a forested area with tall trees and green undergrowth, appearing to speak to the camera."
L06_V024,keyframe_17532.webp,L6/L06_V024/keyframe_17532.webp,"A nighttime outdoor scene illuminated by vibrant pink and purple lights, featuring a decorative fountain with glowing lotus-shaped lanterns and silhouettes of people walking or standing near a large, lit building with classical architecture."
L06_V024,keyframe_22158.webp,L6/L06_V024/keyframe_22158.webp,"A man in a dark uniform with a yellow patch on the sleeve is crouched under a vehicle, holding a smartphone that displays a video call or image, illuminated by a flashlight. The scene appears to be at night, with the vehicle’s tire and undercarriage visible."
L06_V024,keyframe_23100.webp,L6/L06_V024/keyframe_23100.webp,"A chaotic indoor scene with multiple people engaged in a physical altercation; one individual in dark clothing is being restrained or pushed by others, while bystanders in varied attire—blue, green, and dark jackets—stand nearby or move toward the commotion under artificial lighting."
L06_V024,keyframe_24468.webp,L6/L06_V024/keyframe_24468.webp,"A man in a white patterned shirt sits at a desk with a laptop, facing another man in a green uniform who is seated across from him, appearing to conduct an interview or interrogation in an indoor setting with wooden-paneled walls."
L06_V024,keyframe_26508.webp,L6/L06_V024/keyframe_26508.webp,"A group of four men, including police officers in dark and light blue uniforms and a man in a green uniform, stand around an open car trunk in an outdoor setting. One man in a white shirt with hands cuffed stands facing the officers, while stacks of packaged items are displayed on a table in front of them. The scene appears to be a police seizure or evidence display, with a truck and buildings visible in the background."
L06_V024,keyframe_3456.webp,L6/L06_V024/keyframe_3456.webp,"A man wearing a wide-brimmed hat and a black jacket over a white t-shirt with a colorful graphic is adjusting his face mask while interacting with a woman in a bright yellow top who is handing him a small bag. The setting appears to be an airport security checkpoint, with other travelers and security equipment visible in the background."
L06_V024,keyframe_4806.webp,L6/L06_V024/keyframe_4806.webp,"A man in a white t-shirt with ""Pten"" printed on it stands in a crowd, holding a black bag and a phone, while others around him wear hoodies, jackets, and caps, some carrying luggage, suggesting a busy airport or transit area."
L06_V024,keyframe_6174.webp,L6/L06_V024/keyframe_6174.webp,"A man in a green uniform with a face mask seated at a table, holding a smartphone, while another person in a green jacket and face mask stands nearby, observing."
L06_V024,keyframe_7632.webp,L6/L06_V024/keyframe_7632.webp,"A construction site with workers in white hard hats and work attire actively laying steel reinforcement grids over a concrete foundation, while an orange excavator and a yellow Komatsu excavator are positioned nearby on a dirt surface, surrounded by trees and hills under an overcast sky."
L06_V025,keyframe_10752.webp,L6/L06_V025/keyframe_10752.webp,"A man with long black hair and a red headband featuring a white ""M"" is wearing a red shirt and a yellow strap over his shoulder, looking off to the side with a serious expression, set against a blurred green outdoor background."
L06_V025,keyframe_12870.webp,L6/L06_V025/keyframe_12870.webp,"A white spacecraft with its docking mechanism extended is approaching a large cylindrical space station in orbit, with Earth’s blue curvature visible in the background."
L06_V025,keyframe_1608.webp,L6/L06_V025/keyframe_1608.webp,"Aerial view of a riverbank in Ho Chi Minh City, showing densely packed residential buildings along the water’s edge, with greenery and smaller structures visible on the left bank. The scene is captured from above, highlighting the contrast between the water and the urban settlement."
L06_V025,keyframe_17154.webp,L6/L06_V025/keyframe_17154.webp,"An elderly man with white hair and a blue jacket is looking downward, seated indoors with woven baskets hanging above him and a window visible in the background."
L06_V025,keyframe_17952.webp,L6/L06_V025/keyframe_17952.webp,"A pair of elderly hands with visible wrinkles and veins carefully manipulates a thin, light-brown strip of material, possibly bamboo or reed, while holding a small, translucent, cylindrical object. The hands are clad in a dark blue sleeve, and the background is a wooden surface."
L06_V025,keyframe_18438.webp,L6/L06_V025/keyframe_18438.webp,"A man dressed as Santa Claus, wearing a red suit with white fur trim, a red hat with white stars, sunglasses, and a white beard, is riding a bicycle with arms outstretched on a street, with vehicles and road markings visible in the background."
L06_V025,keyframe_20196.webp,L6/L06_V025/keyframe_20196.webp,"A woman wearing a white hat and face mask steps out of a bus while carrying a pink bag, as another person in a white shirt with black stripes assists her; uniformed personnel stand nearby under bright daylight."
L06_V025,keyframe_25236.webp,L6/L06_V025/keyframe_25236.webp,"A person with long brown hair, wearing a black zip-up jacket, sits at a wooden table with hands cuffed in silver handcuffs, holding a small black object between their fingers."
L06_V025,keyframe_27132.webp,L6/L06_V025/keyframe_27132.webp,"A nighttime highway scene with multiple vehicles, including a large brown truck on the left, a white truck ahead, and motorcycles with red taillights moving in the same direction. Streetlights illuminate the road, and a guardrail runs along the right side. The image includes a TV channel logo (HTV7 HD) and a news ticker at the bottom with Vietnamese text."
L06_V025,keyframe_28134.webp,L6/L06_V025/keyframe_28134.webp,"A street scene shows a man wearing a red helmet and dark clothing sitting on a black motorcycle parked in front of a shop with a blue sign reading ""ANH TUẤN"" and a phone number below it. Smoke rises from the building behind, and a red-and-white sign to the right advertises car washing services. A pink umbrella and a red container are visible near the shop entrance."
L06_V025,keyframe_3366.webp,L6/L06_V025/keyframe_3366.webp,"A wide river flows with turbulent, muddy water, bordered by green vegetation and trees under an overcast sky; scattered debris and logs float in the current, with a distant structure visible on the far bank."
L06_V025,keyframe_5622.webp,L6/L06_V025/keyframe_5622.webp,"A row of glowing red eggs arranged in a grid under warm lighting, with a hand visible in the upper right adjusting or inspecting them."
L06_V025,keyframe_6078.webp,L6/L06_V025/keyframe_6078.webp,"A street scene at a gas station with multiple motorbikes parked near fuel pumps, featuring a person in a red jacket sitting on a scooter with a red helmet, and another individual in a blue shirt and helmet standing beside a black scooter; red gas cylinders are visible in the background."
L06_V025,keyframe_7788.webp,L6/L06_V025/keyframe_7788.webp,"A large auditorium filled with attendees seated in rows, many wearing headphones and using laptops, with a long blue-draped table in the foreground where panelists are seated, some with nameplates and water bottles, and a camera crew visible in the background."
L06_V026,keyframe_10620.webp,L6/L06_V026/keyframe_10620.webp,"A woman in a gray blazer and striped top is being confronted by a person holding a red fan, with blurred figures around them in what appears to be an indoor setting."
L06_V026,keyframe_11598.webp,L6/L06_V026/keyframe_11598.webp,"A wrecked vehicle lies tangled in dense green foliage, its twisted metal and shattered components scattered amid vegetation, with a yellow and white section of the wreckage prominently visible."
L06_V026,keyframe_13158.webp,L6/L06_V026/keyframe_13158.webp,"A man in a camouflage uniform is bent over, interacting with another person whose head is blurred, while a person in a light gray suit stands nearby in an outdoor setting with greenery and dirt visible."
L06_V026,keyframe_13428.webp,L6/L06_V026/keyframe_13428.webp,"Two rescue workers in beige uniforms and hard hats walk through muddy terrain near a tilted, beige vehicle, surrounded by dense green foliage."
L06_V026,keyframe_16554.webp,L6/L06_V026/keyframe_16554.webp,"A group of people, including a man with white hair and a suit, a woman in an orange jacket clapping, and others in formal attire, are applauding together on stage."
L06_V026,keyframe_17346.webp,L6/L06_V026/keyframe_17346.webp,"A street scene featuring a group of protesters dressed in pink and beige attire, many wearing wide-brimmed hats, holding signs that read ""WRITERS GUILD ON STRIKE!"" and ""SAG-AFTRA ON STRIKE!"", with one person holding a beige parasol and another holding a microphone, under bright daylight."
L06_V026,keyframe_17898.webp,L6/L06_V026/keyframe_17898.webp,"A street scene from a protest featuring demonstrators holding signs with messages like ""SOLIDARITY BEHIND THE SEAMS"" and ""SAC-AFTRA ON STRIKE!"" A person in a white shirt and black cap walks forward, while others wear hats and sunglasses; a green banner with a stick figure is visible on the right."
L06_V026,keyframe_1920.webp,L6/L06_V026/keyframe_1920.webp,"A man wearing a white lab coat and a black face mask is seated at a desk, intently examining medical imaging scans displayed on two computer monitors. The screens show detailed cross-sectional views of the human torso, including CT scans and radiological images, with various tools and color-coded overlays visible. The setting appears to be a clinical or diagnostic imaging department, with a large medical machine visible in the background."
L06_V026,keyframe_19524.webp,L6/L06_V026/keyframe_19524.webp,"A man wearing a pink hat, sunglasses, a blue and white plaid shirt over a black t-shirt, and purple shorts stands beside a large purple structure with ""BLACKPINK Born in New York"" branding, set against a patterned pink wall."
L06_V026,keyframe_21696.webp,L6/L06_V026/keyframe_21696.webp,"A man in a green uniform walks down a narrow alleyway, his back to the camera, while another man in a green cap and light-colored shirt stands nearby, partially obscured by foliage. A third person in a red vest is visible further down the alley. The scene is framed by a red metal fence and lush green plants, with a TV channel logo and timestamp in the corner."
L06_V026,keyframe_27228.webp,L6/L06_V026/keyframe_27228.webp,"A group of people seated in red chairs in a conference room, all wearing face masks, with some individuals in green, white, and dark-colored clothing, attentively listening or engaged in discussion."
L06_V026,keyframe_28884.webp,L6/L06_V026/keyframe_28884.webp,"A large excavator bucket is actively digging into a pile of dirt and rocks at a construction or excavation site, with loose soil and fragmented debris scattered around. The scene is outdoors under natural daylight, and a news channel logo (HTV7 HD) is visible in the top right corner, along with a red banner at the bottom displaying a Vietnamese news headline."
L06_V026,keyframe_3816.webp,L6/L06_V026/keyframe_3816.webp,"A woman in a white shirt and face mask, wearing glasses and with dark hair tied back, is seated at a desk working on a computer monitor in an office setting, surrounded by other staff members in similar attire."
L06_V026,keyframe_4896.webp,L6/L06_V026/keyframe_4896.webp,"A female news anchor in a navy blue dress and high heels stands in a modern studio, holding a tablet, with a vibrant cityscape backdrop at sunset. The studio features sleek geometric design elements and a red carpeted walkway."
L06_V026,keyframe_6942.webp,L6/L06_V026/keyframe_6942.webp,"A street scene on a highway with vehicles in motion, featuring a silver SUV in the foreground, a blue road sign indicating ""CẦU RẠCH RẺ DƯỚI"" with distance markers, and a red-and-white striped post. The sky is overcast, and greenery lines the roadside."
L06_V027,keyframe_11886.webp,L6/L06_V027/keyframe_11886.webp,"A group of silhouetted individuals, dressed in dark winter clothing with hoods up, are seated and facing a brightly lit, colorful backdrop, likely a large screen or projection, suggesting they are attending an event or viewing a presentation. The scene is framed by red graphic overlays with Vietnamese text indicating a televised segment about the Nobel Week celebration."
L06_V027,keyframe_12468.webp,L6/L06_V027/keyframe_12468.webp,"A factory with a tall red-and-white striped smokestack emitting white smoke, situated behind green trees under a clear sky, with a news banner at the bottom in Vietnamese indicating rising global carbon emissions in 2023."
L06_V027,keyframe_15108.webp,L6/L06_V027/keyframe_15108.webp,"A man with dark hair and a goatee, wearing a gray scarf over a dark shirt, gestures with his right hand while speaking, captured in a video call setting with white cabinets in the background."
L06_V027,keyframe_15564.webp,L6/L06_V027/keyframe_15564.webp,"A close-up shot of dark, tangled, and weathered tree roots surrounded by green grass and soil, with a faint red text banner at the bottom and a TV station logo in the top right corner."
L06_V027,keyframe_19770.webp,L6/L06_V027/keyframe_19770.webp,"A street scene featuring a group of people riding bicycles, including adults and children, dressed in red Santa Claus costumes with white beards and hats, and one child in a blue jacket and helmet. Some riders wear helmets in colors like teal and purple, and the bicycles vary in color, including teal, green, and blue. The event appears to be a festive, possibly charitable, ride, with parked cars and buildings in the background."
L06_V027,keyframe_2070.webp,L6/L06_V027/keyframe_2070.webp,"A man wearing a red helmet and a light-colored shirt rides a red scooter past a white metal fence, with trees and buildings in the background."
L06_V027,keyframe_22824.webp,L6/L06_V027/keyframe_22824.webp,"A street scene in a tropical location with palm trees, showing two individuals in dark uniforms loading a stretcher covered with a red sheet into the back of a white van. A man in a dark vest and cap stands beside a red SUV, observing the scene. The setting includes parked vehicles and a visible TV station logo in the corner."
L06_V027,keyframe_23814.webp,L6/L06_V027/keyframe_23814.webp,"A young man with short dark hair, wearing a white V-neck T-shirt, is seated and speaking, gesturing with his hands while appearing to be interviewed or giving a statement in an indoor setting."
L06_V027,keyframe_25026.webp,L6/L06_V027/keyframe_25026.webp,"A street scene in a narrow alleyway with two men seated on the left side; one in a blue shirt holding a tablet, the other in a red shirt resting with hands on chin. A shirtless man in gray shorts walks away down the alley, passing parked motorcycles and a wall-mounted clothes rack. A potted plant and a trash bin are visible near the right wall."
L06_V027,keyframe_29184.webp,L6/L06_V027/keyframe_29184.webp,"A young man with short dark hair, wearing a white V-neck T-shirt featuring a cartoon graphic, sits at a table with his hands clasped, appearing to speak or be interviewed in an indoor setting with wooden paneling and a barred window visible to the left."
L06_V027,keyframe_31482.webp,L6/L06_V027/keyframe_31482.webp,"A blurry aerial view of thick, dark smoke rising from an explosion, with the on-screen text identifying it as a strike on a Hamas tunnel shaft."
L06_V027,keyframe_32802.webp,L6/L06_V027/keyframe_32802.webp,"A nighttime on-site scene shows the wreckage of a vehicle entangled in trees, with a white and blue emergency vehicle partially visible to the left. A green garment hangs from debris, and the foreground is obscured by blurred foliage and a dark, indistinct figure."
L06_V027,keyframe_3786.webp,L6/L06_V027/keyframe_3786.webp,"A street scene in front of a pink building with a sign reading ""ỦY BAN NHÂN DÂN PHƯỜNG 6"" and a red LED banner displaying ""34 NĂM NGÀY HỘI QUỐC PHÒ."" Two individuals in white shirts and dark pants walk toward the entrance, flanked by black metal gates and green shrubs. A TV station logo ""HTV7"" and news ticker with Vietnamese text are visible at the bottom."
L06_V027,keyframe_6738.webp,L6/L06_V027/keyframe_6738.webp,"A woman with shoulder-length dark brown hair and glasses, wearing a gray textured blouse with a small butterfly-shaped pin, speaks into microphones during an outdoor news segment. The background features a blurred green lawn and trees, with a TV station logo (HTV HD) visible in the upper right corner."
L06_V027,keyframe_8790.webp,L6/L06_V027/keyframe_8790.webp,"A woman with short black hair and a light blue patterned blouse stands outdoors, speaking directly to the camera against a backdrop of lush green tropical plants."
L06_V028,keyframe_10758.webp,L6/L06_V028/keyframe_10758.webp,"A man with short black hair and glasses, wearing a white dress shirt and a diagonally striped tie, stands in front of a cityscape backdrop during sunset, hands clasped in front of him."
L06_V028,keyframe_11976.webp,L6/L06_V028/keyframe_11976.webp,"A man in a green camouflage military uniform with visible insignia and a name tag reading ""KAYAHER"" is speaking into a microphone at a press conference, flanked by two other men in similar uniforms who are seated and listening attentively."
L06_V028,keyframe_13176.webp,L6/L06_V028/keyframe_13176.webp,"A street scene with a large crowd of protesters, many wearing face masks and holding signs, including one that reads ""SILENCE AT A TIME LIKE THIS IS DANGEROUS"" and another stating ""I AM HONEST TO BE ASIAN."" People are gathered outdoors in front of a large building, some raising signs and others using phones to record."
L06_V028,keyframe_14340.webp,L6/L06_V028/keyframe_14340.webp,"A female news anchor with long, dark wavy hair and a gray patterned dress stands in a studio, gesturing toward a large screen displaying a graph and data, while holding a tablet in her other hand."
L06_V028,keyframe_16626.webp,L6/L06_V028/keyframe_16626.webp,"A young man wearing a yellow bee-themed costume with large black eye-like patterns and silver antennae stands in a parade or festival, holding black-and-yellow shield-like props, with other costumed participants visible in the background."
L06_V028,keyframe_17994.webp,L6/L06_V028/keyframe_17994.webp,"A man with a beard and sunglasses, wearing a black t-shirt and displaying tattoos on his arm, stands in an outdoor courtyard addressing a crowd. Many people in the background are seated or standing, wearing matching black t-shirts, and some are holding wooden percussion instruments. The setting appears to be a public square with historic architecture, and the scene is broadcasted by HTV7 HD."
L06_V028,keyframe_18822.webp,L6/L06_V028/keyframe_18822.webp,"A street scene shows a crowd of people, mostly wearing black t-shirts, clapping and raising their hands in unison, with some individuals smiling or appearing emotionally engaged; the setting appears to be outdoors in front of a modern building with tiled pavement."
L06_V028,keyframe_20454.webp,L6/L06_V028/keyframe_20454.webp,"A street scene at a vintage car rally features a green Volkswagen Beetle adorned with a Cuban flag and a Union Jack flag, parked beside a vibrant pink classic car; in the background, a man in a white cap and sunglasses stands near another vintage vehicle under sunny, tree-lined conditions."
L06_V028,keyframe_21558.webp,L6/L06_V028/keyframe_21558.webp,"A street scene in Ho Chi Minh City shows a railway track with debris and a red object lying on the ground, bordered by a wooden fence; an ambulance is parked nearby with people in green uniforms and civilians gathered around, while traffic and buildings are visible in the background."
L06_V028,keyframe_23232.webp,L6/L06_V028/keyframe_23232.webp,"A street scene featuring two blue street signs mounted on a metal pole, reading ""ĐƯỜNG PHẠM VĂN HAI"" and ""ĐƯỜNG HOÀNG SA,"" set against a large maroon banner with bold yellow Vietnamese text. The background includes a blurred building and a CCTV camera. A news ticker at the bottom displays Vietnamese text about traffic violations in Ho Chi Minh City."
L06_V028,keyframe_24222.webp,L6/L06_V028/keyframe_24222.webp,"A street scene in an urban area with narrow buildings, some featuring blue shutters and red signage, where a man with short brown hair wearing a yellow and green striped shirt stands near a metal barricade, observing the surroundings. Trees with hanging yellow lanterns line the street, and other pedestrians are visible in the background."
L06_V028,keyframe_26070.webp,L6/L06_V028/keyframe_26070.webp,"A burnt-out storefront with shattered glass and collapsed metal shelving, littered with debris and charred remnants of goods, under a smoky, damaged ceiling."
L06_V028,keyframe_2880.webp,L6/L06_V028/keyframe_2880.webp,"A person in a white lab coat and gloves handles a large piece of raw pork on a blue plastic sheet, with a cardboard box labeled ""CANADA"" visible in the background."
L06_V028,keyframe_29994.webp,L6/L06_V028/keyframe_29994.webp,"A murky water surface with scattered ice fragments floating, captured in a news broadcast overlay with Vietnamese text and the HTV HD logo."
L06_V028,keyframe_30228.webp,L6/L06_V028/keyframe_30228.webp,"A group of people in winter clothing, including a person in a bright red jacket and another in a light green outfit, stand near a wooden sled on a snowy surface, with one individual holding a clipboard."
L06_V028,keyframe_31704.webp,L6/L06_V028/keyframe_31704.webp,"A man wearing a white helmet and a green and white T-shirt with a red ""3"" logo walks forward while wearing a light green face mask, alongside a woman in a conical hat and a patterned pink dress who is shielding her face with her hands. In the background, a person in a green uniform and face mask stands near a doorway, and another individual in a helmet is partially visible. The scene appears to be outdoors near a building with plants and a red vehicle partially visible."
L06_V028,keyframe_32238.webp,L6/L06_V028/keyframe_32238.webp,"A street scene shows three individuals gathered near lush green bushes with red flowers; one wears a bright yellow hooded outfit, another dons a black-and-brown plaid shirt with a black cap, and a third is in a white shirt and silver helmet, all leaning forward as if inspecting or interacting with something in the bushes."
L06_V028,keyframe_4782.webp,L6/L06_V028/keyframe_4782.webp,"A man in a white shirt and red cap stands atop a red and white combine harvester, while others carry large yellow sacks on their heads along a dirt path beside a golden rice field."
L06_V028,keyframe_6384.webp,L6/L06_V028/keyframe_6384.webp,"A man and a woman, both news anchors, stand side by side in a studio setting, each holding a red tablet device. The man wears a light blue shirt with a striped tie and glasses, while the woman is dressed in a patterned gray dress with long dark hair. Behind them, a vibrant sunset-colored cityscape with illuminated skyscrapers serves as the backdrop. The top right corner displays the HTV7 HD logo and time stamp, while a news ticker at the bottom provides Vietnamese text."
L06_V028,keyframe_8448.webp,L6/L06_V028/keyframe_8448.webp,"A festive display of Christmas decorations, featuring large shiny gold and silver ornaments, hanging bells, and plush Santa Claus figures in red and white attire, suspended in a brightly lit indoor setting."
L06_V029,keyframe_13176.webp,L6/L06_V029/keyframe_13176.webp,"A man with curly dark hair and a purple long-sleeved shirt is seated at a desk in an office, typing on a keyboard while looking slightly upward and to his left. The background shows office chairs, desks, and a trash can, with a TV screen displaying ""HTV HD"" and a news ticker at the bottom."
L06_V029,keyframe_15264.webp,L6/L06_V029/keyframe_15264.webp,"A formally set dining table adorned with golden ornaments, crystal candle holders, and reflective surfaces, suggesting an elegant or ceremonial event."
L06_V029,keyframe_17640.webp,L6/L06_V029/keyframe_17640.webp,"A man in a red ""Coca-Cola"" t-shirt with wet hair stands in a crowded outdoor market, gesturing with his right hand while looking to his left, surrounded by people and colorful stalls under a clear sky."
L06_V029,keyframe_19644.webp,L6/L06_V029/keyframe_19644.webp,"A field of tall green crops with dense vegetation, partially obscuring a person in the background wearing a red top and dark pants, standing near a colorful banner or sign. The scene is outdoors, with natural lighting and overgrown foliage dominating the frame."
L06_V029,keyframe_20298.webp,L6/L06_V029/keyframe_20298.webp,"A group of people gathered around an altar adorned with bright yellow and orange lanterns and colorful drapery, with one individual in a dark jacket placing an offering on the altar while others stand nearby, including a person in a white robe and another holding a tray."
L06_V029,keyframe_22422.webp,L6/L06_V029/keyframe_22422.webp,"A busy street scene in a Vietnamese urban area, featuring a white delivery truck with blue lettering and a logo, parked near a red-and-yellow storefront labeled ""KINH THI"". Numerous motorcyclists in varied colored jackets and helmets navigate the intersection, some wearing yellow or green gear, while pedestrians and other vehicles, including a large black truck, are visible in the background. Overhead, tangled power lines and utility poles frame the scene under an overcast sky."
L06_V029,keyframe_25140.webp,L6/L06_V029/keyframe_25140.webp,"A black plastic bag lies open on dry ground, containing scattered white packets and golden flakes, likely illicit substances, with a TV station logo visible in the corner."
L06_V029,keyframe_26028.webp,L6/L06_V029/keyframe_26028.webp,"A man in a blue uniform sits on a low bench, facing another man in a light-colored shirt and glasses who is seated at a wooden table holding papers. The room has plain light green walls and a tiled floor."
L06_V029,keyframe_28092.webp,L6/L06_V029/keyframe_28092.webp,"A shattered green textured glass panel is shown, with a curved break line visible along its edge, partially detached from a white frame."
L06_V029,keyframe_28644.webp,L6/L06_V029/keyframe_28644.webp,"A white pickup truck and a red off-road vehicle are driving on a dusty, unpaved trail in a sparse, arid landscape. The white truck, marked with the number ""08"" on its rear, is followed closely by the red vehicle, kicking up dust as it moves. The scene is broadcasted as part of the HTV Challenge Cup 2023, with on-screen text indicating it is the final race day."
L06_V029,keyframe_29826.webp,L6/L06_V029/keyframe_29826.webp,"A white off-road pickup truck with the number 18 and ""NGC"" branding is navigating a sandy terrain during the Bao Trang Rally Challenge Cup 2023, with spectators and officials observing from behind red safety ropes. In the foreground, a person wearing a blue racing suit and an orange helmet with ""HTV"" markings is partially visible, likely a crew member or competitor. The scene is set in an open, dry landscape under an overcast sky."
L06_V029,keyframe_31080.webp,L6/L06_V029/keyframe_31080.webp,"A man in a dark suit and glasses gestures while standing beside a woman in a blue dress holding red papers, both positioned in a studio with a cityscape backdrop and a prominent ""60 giây"" logo on the desk and screen."
L06_V029,keyframe_32172.webp,L6/L06_V029/keyframe_32172.webp,"A person in a red top and black pants is running on a red track, with their feet mid-stride, near a blue and yellow backdrop featuring a white logo."
L06_V029,keyframe_4146.webp,L6/L06_V029/keyframe_4146.webp,"A pile of packaged goods wrapped in plastic, featuring multiple brown cardboard parcels with green and white shipping labels, some bearing the ""J&T Express"" logo and handwritten markings, resting atop black plastic-wrapped items."
L06_V029,keyframe_5880.webp,L6/L06_V029/keyframe_5880.webp,"A street scene shows a large group of people in matching blue shirts and dark pants performing synchronized arm movements outdoors, with trees and buildings in the background."
L06_V029,keyframe_684.webp,L6/L06_V029/keyframe_684.webp,"A street scene in Ho Chi Minh City shows a large group of people in matching blue uniforms standing in orderly rows, many with heads bowed, during what appears to be a public demonstration or event. A banner and tents are visible in the background, and the scene is captured under bright daylight."
L06_V029,keyframe_9528.webp,L6/L06_V029/keyframe_9528.webp,"A blurred indoor scene shows two individuals in motion, one wearing a white top and dark shorts, the other in a light-colored shirt, appearing to run or move quickly through a hallway with overhead lighting and walls."
L06_V030,keyframe_10620.webp,L6/L06_V030/keyframe_10620.webp,"Two women stand on stage holding a framed certificate; one wears a white floral dress and glasses, the other wears a dark suit with a blue tie. Behind them, a banner reads “30TH - BINH DUONG, VIETNAM” and “LARGEST FOOTBALL SHOE IN THE WORLD.” Sparklers flare to their left. A red banner at the bottom reads “VIETNAM HAS SET A NEW WORLD RECORD FOR THE LARGEST FOOTBALL SHOE.”"
L06_V030,keyframe_11952.webp,L6/L06_V030/keyframe_11952.webp,"A man in a dark suit and tie stands at a podium, holding a black laptop, with a backdrop displaying solar panels and text referencing ""Britain & Northern Ireland."" The scene is set in a conference or diplomatic event, with audience members partially visible in the foreground."
L06_V030,keyframe_12990.webp,L6/L06_V030/keyframe_12990.webp,"A man in a white traditional robe and black-and-white headwear stands at a podium, speaking during a United Nations COP28 UAE event, with a nameplate identifying him as Amb. Majid Al Suwaidi, COP28 Director-General."
L06_V030,keyframe_15168.webp,L6/L06_V030/keyframe_15168.webp,"A crowded Christmas market at night, illuminated by string lights along striped vendor stalls, with people in winter coats and hats moving through dense crowds."
L06_V030,keyframe_18966.webp,L6/L06_V030/keyframe_18966.webp,"A yellow excavator is digging into a dirt embankment next to a silver Tesla Cybertruck, with a person in a high-visibility vest standing nearby."
L06_V030,keyframe_20106.webp,L6/L06_V030/keyframe_20106.webp,"A woman with long red hair, wearing a green off-the-shoulder top and a red skirt, walks away from the camera through a marble-floored hall with gold-accented barriers and pillars."
L06_V030,keyframe_21210.webp,L6/L06_V030/keyframe_21210.webp,"A female news anchor in a red dress with buttoned front and shoulder ruffles stands in a studio, holding a tablet, while a inset screen displays skewers of glazed grapes and other candied fruits at a market stall."
L06_V030,keyframe_22650.webp,L6/L06_V030/keyframe_22650.webp,"A man with short dark hair and a black puffer jacket is taking a photo with a red smartphone, while another man with curly dark hair and glasses, wearing a black jacket, holds a red-and-white patterned cup. They are standing near a street food stall displaying skewered meats and green vegetables, with a QR code sign visible on the stall."
L06_V030,keyframe_23670.webp,L6/L06_V030/keyframe_23670.webp,"A woman in a pink jacket stands indoors, looking concerned, while a child wearing a yellow cap is partially visible beside her; the scene appears to be a domestic setting with a blurred foreground figure."
